acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,tempo,valence,year,cluster
0.917,['Glenn Miller'],0.5920000000000001,207787,0.0812,0,1epO4HLqGdLBYiCNh90f3v,0.35600000000000004,3,0.248,-14.034,1,30,1939,0.0375,87.43799999999996,0.519,1939,13
0.95,['Glenn Miller'],0.772,206640,0.0885,0,2OXPA2xQm9pilYZPTIJJZI,0.5870000000000001,10,0.26,-15.385,1,30,1939,0.0376,111.85,0.522,1939,21
0.862,"['Judy Garland', 'Ray Bolger']",0.5770000000000001,34400,0.353,0,7BPMn6970CBEZ8z5ZOd7Gf,0.000208,8,0.536,-16.191,1,35,1939-08-25,0.0756,134.374,0.948,1939,29
0.989,['Harry James'],0.232,174867,0.261,0,2kLdU4ecqdeBmlOretDuq0,0.914,4,0.108,-11.319,0,29,1939,0.0337,87.787,0.154,1939,18
0.908,['Jimmie Lunceford'],0.649,183200,0.241,0,6omAOQxWzNUuE3DZkI4cwr,0.000161,8,0.114,-14.705,1,37,1939,0.419,161.45,0.6659999999999999,1939,0
0.884,"['Jack Haley', 'Adrianna Caselotti']",0.579,192800,0.155,0,742zhbAxvVAiRV8N5HRhwF,3.52e-06,8,0.452,-21.166,1,31,1939-08-25,0.233,118.992,0.636,1939,4
0.913,['The Munchkins'],0.536,368067,0.445,0,5cB6FvosTjIzmwB8N809le,0.000516,0,0.802,-15.347,1,32,1939-08-25,0.287,132.904,0.7340000000000001,1939,29
0.993,['Lead Belly'],0.715,185017,0.0966,0,7L31Bur6YA9IP03OKZLHUR,0.0106,1,0.228,-16.655,1,33,1939-09-03,0.448,107.176,0.223,1939,13
0.977,['Benny Goodman'],0.248,198400,0.189,0,33epO6drRAdk6jWlwBkqC2,0.815,3,0.125,-13.594,0,35,1939,0.0331,75.66199999999998,0.142,1939,18
0.8590000000000001,"['Frank Morgan', 'Judy Garland', 'Ray Bolger', 'Jack Haley', 'Bert Lahr', 'Charles Irwin', 'Lois January', 'Elivda Rizzo', 'Bobby Watson', 'MGM Studio Chorus', 'Lorraine Bridges', 'Tyler Brook', 'Oliver Smith', 'Ralph Sudam']",0.667,112427,0.434,0,4lC12EDL6YPO8slzC3IHan,8.05e-05,3,0.194,-16.736,1,30,1939-08-25,0.271,115.117,0.7440000000000001,1939,4
0.993,['Harry James'],0.359,203093,0.14400000000000002,0,7rjOil8FKKJK08BbG49y7Z,0.763,8,0.206,-12.566,1,26,1939,0.0315,86.167,0.222,1939,22
0.8690000000000001,"['MGM Studio Orchestra', 'MGM Studio Chorus']",0.279,118667,0.316,0,6ZZ5P3JKwPbfqcrDt7ooyg,0.555,9,0.322,-13.18,1,29,1939-08-25,0.0349,88.189,0.309,1939,26
0.8809999999999999,"['Bert Lahr', 'Ray Bolger', 'Jack Haley', 'Judy Garland']",0.6940000000000001,41507,0.112,0,7hayKfJ5IUlMe4wDkCfsDu,0.0,8,0.16399999999999998,-23.435,1,27,1939-08-25,0.581,120.325,0.777,1939,6
0.94,['Glenn Miller'],0.53,171547,0.146,0,5I9y1TIsTLmBhWaXXFBUR8,0.112,2,0.14400000000000002,-10.963,0,25,1939,0.0308,106.25,0.56,1939,7
0.971,"['MGM Studio Orchestra', 'MGM Studio Chorus']",0.145,148467,0.298,0,1h5sxI29sMafAGuAM29VNh,0.202,5,0.322,-18.885,0,27,1939-08-25,0.0417,93.84,0.0767,1939,26
0.894,"['Bert Lahr', 'Judy Garland', 'Ray Bolger', 'Jack Haley', 'Buddy Ebsen']",0.501,256933,0.269,0,2eIL4hqOetg92dGqRkXwo1,0.0,3,0.391,-17.715999999999994,1,26,1939-08-25,0.652,87.88,0.491,1939,6
0.768,['MGM Studio Orchestra'],0.258,166627,0.133,0,0ZVcu2UcnGagoEpePWLegJ,0.446,8,0.13,-23.924,1,26,1939-08-25,0.041,145.941,0.258,1939,22
0.972,['MGM Studio Orchestra'],0.29100000000000004,165227,0.0581,0,0RTGEL3NTwq7Ugs7fv8y42,0.758,0,0.373,-28.152,1,26,1939-08-25,0.0453,94.924,0.239,1939,22
0.988,"['Harry James', 'Helen Forrest']",0.727,178467,0.204,0,0TomvJ50oY76FG4E8aZPii,0.885,9,0.279,-12.44,0,23,1939,0.0444,121.524,0.632,1939,16
0.879,"['Judy Garland', 'Billy Bletcher', 'The Munchkins']",0.648,59427,0.575,0,65ybLSLJJ8zSbu2VmRVvOu,0.115,0,0.596,-15.393,1,25,1939-08-25,0.0964,92.736,0.962,1939,29
0.908,"['MGM Studio Orchestra', 'The Debutantes', 'The Rhythmettes']",0.445,69867,0.449,0,7MaHw54c8KPRVj8XgNh4Hi,0.107,5,0.298,-15.387,0,24,1939-08-25,0.0549,115.55,0.5479999999999999,1939,7
0.8320000000000001,"['Judy Garland', 'Ray Bolger', 'Jack Haley', 'Buddy Ebsen', 'Burt Lahr']",0.5660000000000001,203627,0.446,0,7csi5hl3UMuK7Amgoekpxm,0.000266,7,0.674,-12.803,1,24,1939-08-25,0.0842,109.399,0.62,1939,29
0.8959999999999999,['Glenn Miller'],0.735,193307,0.267,0,4fsVfD5wWq6xGGkoS3xTB9,0.219,1,0.238,-12.015,1,21,1939,0.0719,145.256,0.6920000000000001,1939,4
0.7609999999999999,"['Harry James', 'Kitty Kallen']",0.7809999999999999,194827,0.193,0,5dOtYsMh69DugVISa2bpoy,0.00119,8,0.087,-11.748,1,21,1939,0.0341,109.312,0.529,1939,4
0.723,['MGM Studio Orchestra'],0.249,132667,0.151,0,78SXlwyk81sCTNwbwTR1Ut,0.5660000000000001,11,0.188,-20.963,1,23,1939-08-25,0.0425,111.548,0.133,1939,22
0.98,['MGM Studio Orchestra'],0.244,80973,0.177,0,7kbwrz6sW6D408qVPRnJNf,0.6890000000000001,7,0.377,-18.281,1,24,1939-08-25,0.0446,152.183,0.375,1939,22
0.983,['MGM Studio Orchestra'],0.343,81640,0.101,0,0owmqTBjAQADtPPCaQ9o2L,0.863,11,0.52,-17.577,1,23,1939-08-25,0.0406,111.821,0.0646,1939,22
0.901,['Judy Garland'],0.231,166467,0.0426,0,1zzJOF5gOMXzqoUCbOg4JE,0.000136,8,0.153,-21.141,1,24,1939-08-25,0.0426,77.74,0.199,1939,26
0.821,['MGM Studio Orchestra'],0.302,138573,0.475,0,6mXrXRAoKLQJoF8Z9xcFRl,0.277,0,0.616,-16.849,1,24,1939-08-25,0.0532,140.642,0.343,1939,29
0.961,['MGM Studio Orchestra'],0.0948,108360,0.0761,0,2nHinF8PYgHAnQrdQoBbfi,0.855,8,0.111,-24.312,1,23,1939-08-25,0.0417,176.058,0.175,1939,22
0.947,['Harry James'],0.439,192760,0.19,0,00tKAMEpapyBcrVuSXIYbM,0.93,7,0.561,-10.864,0,20,1939,0.0303,83.508,0.233,1939,16
0.836,['MGM Studio Orchestra'],0.361,95360,0.298,0,0QZuyf8f4F1lqZ7Kxrlvd4,0.0599,0,0.168,-13.958,1,23,1939-08-25,0.0508,146.137,0.236,1939,13
0.845,['MGM Studio Orchestra'],0.131,86373,0.118,0,0ivs6Y9rE6DZQukjtJ1ulO,0.987,7,0.245,-23.872,1,23,1939-08-25,0.0378,76.751,0.3670000000000001,1939,22
0.983,['MGM Studio Orchestra'],0.233,51427,0.0785,0,3cUYbohqoZiWuXZRVuuQtE,0.858,5,0.302,-23.715,0,22,1939-08-25,0.0452,114.357,0.095,1939,18
0.951,['Lead Belly'],0.464,111866,0.225,0,3dxa9tK8UqDUNM8xepLBWG,0.000176,10,0.319,-12.818,1,24,1939-09-03,0.0309,130.584,0.657,1939,4
0.9,['MGM Studio Orchestra'],0.6809999999999999,38027,0.752,0,3tGM3CthqbDoQyqKzGYFJX,0.884,7,0.0763,-14.184,1,22,1939-08-25,0.0535,114.181,0.928,1939,21
0.988,"['Billie Burke', 'The Munchkins']",0.465,43067,0.107,0,5RPIkm54K6ffzeNZP4bihv,2.37e-05,3,0.214,-19.943,1,23,1939-08-25,0.114,90.085,0.799,1939,4
0.6559999999999999,['MGM Studio Orchestra'],0.337,48333,0.0428,0,2Oc2gHSTsokxFaKyVQFJXV,0.568,0,0.199,-27.73,0,21,1939-08-25,0.0474,100.901,0.265,1939,18
0.898,['MGM Studio Orchestra'],0.259,34427,0.0509,0,30gjFPHLsQ2Es1n2pY6yoC,0.188,8,0.21,-30.363000000000003,0,21,1939-08-25,0.0344,137.205,0.0396,1939,18
0.862,['MGM Studio Orchestra'],0.234,103867,0.173,0,4jo8XAFcgqBLKugLaFsSJI,0.535,9,0.342,-19.197,1,22,1939-08-25,0.0367,110.97,0.0707,1939,26
0.848,['The Munchkins'],0.608,46960,0.7559999999999999,0,5qD8N9wgJ0ljWNvg0Be5yr,0.00513,7,0.741,-13.345,1,21,1939-08-25,0.0625,132.315,0.703,1939,29
0.804,['MGM Studio Orchestra'],0.187,53667,0.17600000000000002,0,7J5gy4wBF0CuK9ev1fEU0m,0.586,0,0.212,-22.341,1,22,1939-08-25,0.0477,123.624,0.155,1939,22
0.93,"['Billy Bletcher', 'Pinto Colveg', 'J.D. Jewkes']",0.647,32827,0.226,0,5x09KVXwZy3mlcnuINBppU,0.0,7,0.16399999999999998,-18.596,1,21,1939-08-25,0.462,141.055,0.774,1939,4
0.828,['The Munchkins'],0.401,43373,0.706,0,5z9NapDPfgsH9aD1MzXLPR,0.0276,10,0.789,-14.691,1,21,1939-08-25,0.0708,103.014,0.732,1939,29
0.8440000000000001,"['Ken Darby', 'MGM Studio Chorus']",0.79,74933,0.5539999999999999,0,76XbS6Xu0CsSnwRs7O1lND,0.908,5,0.48,-16.917,1,22,1939-08-25,0.0585,119.785,0.3,1939,21
0.951,['MGM Studio Orchestra'],0.371,74467,0.054000000000000006,0,0bpa06FStsF6QogIYnU6up,0.816,1,0.107,-23.61,1,21,1939-08-25,0.0381,113.857,0.0744,1939,22
0.87,['Harry Stanton'],0.737,31107,0.29100000000000004,0,3WPJDNyCKbPc7u0xXC3Grd,0.0,0,0.407,-15.928,1,20,1939-08-25,0.156,94.148,0.971,1939,4
0.938,['MGM Studio Orchestra'],0.124,113133,0.175,0,0d9qJydfJNSTZBnWFochm9,0.507,5,0.117,-22.09800000000001,0,21,1939-08-25,0.0369,95.21,0.14800000000000002,1939,18
0.969,"['Dick Haymes', 'Harry James']",0.61,160573,0.155,0,1cRzLNNLl2ZISn6veqYkPy,0.00133,10,0.097,-14.699000000000002,1,18,1939,0.0351,122.175,0.531,1939,4
0.915,['Judy Garland'],0.273,125227,0.0493,0,0NX85ySsp8FMsMVsUMv3FW,8.14e-05,8,0.16399999999999998,-22.917,1,22,1939-08-25,0.0397,101.193,0.21600000000000005,1939,26
0.988,"['Harry James', 'Helen Forrest']",0.732,178947,0.202,0,0i5s1HW0ns9skFhJmMO3SK,0.87,2,0.268,-12.403,0,17,1939,0.0542,121.754,0.609,1939,16
0.99,['Harry James'],0.439,148893,0.419,0,5XlfPTphooPiHuIECZQ5iQ,0.923,5,0.907,-13.656,1,18,1939,0.217,207.68,0.901,1939,29
0.994,['Lead Belly'],0.581,153948,0.335,0,3wxdOzW1Yf0mlcC8h2RG9f,0.00248,8,0.12,-8.579,1,21,1939-04-19,0.0317,133.615,0.588,1939,4
0.913,['MGM Studio Chorus'],0.18600000000000005,199160,0.308,0,6tKS7eUTy8FRrMjVlrqjsr,0.417,9,0.6709999999999999,-17.346,1,20,1939-08-25,0.0387,71.155,0.243,1939,29
0.7879999999999999,"['Judy Garland', 'The Munchkins']",0.618,51733,0.451,0,7MACpNaoNCn90HVt7Cu3ge,0.023,7,0.105,-17.549,1,20,1939-08-25,0.0693,136.218,0.978,1939,4
0.818,"['Ray Bolger', 'Judy Garland']",0.429,224627,0.338,0,44MVKGPHt2N0Ejb3VfbxCD,0.117,7,0.158,-15.308,1,19,1939-08-25,0.0878,75.375,0.899,1939,4
0.8170000000000001,['MGM Studio Orchestra'],0.534,76240,0.201,0,3vBgF6D4U37z8X5AN0Bfwg,0.0904,0,0.0745,-19.847,0,19,1939-08-25,0.0327,106.104,0.726,1939,7
0.989,"['Harry James', 'Helen Forrest']",0.246,171933,0.123,0,5vxWwZw74Img3ywxQfH2CD,0.0152,10,0.075,-13.937,1,17,1939,0.0323,84.15799999999999,0.231,1939,26
0.978,['Harry James'],0.249,199867,0.276,0,3D3U2yrhg1AhVU8BDcAiUa,0.89,3,0.109,-9.721,1,16,1939,0.032,75.789,0.268,1939,22
0.725,['MGM Studio Orchestra'],0.151,193907,0.134,0,4wONQWJFPpjmF5eHTZQ57V,0.687,7,0.521,-23.122,1,19,1939-08-25,0.0452,90.946,0.0398,1939,22
0.848,"['Judy Garland', 'Ray Bolger']",0.522,37440,0.445,0,5xWOInKudeU9CAMXxwT3B4,0.000227,8,0.206,-16.359,1,20,1939-08-25,0.118,134.74,0.7140000000000001,1939,4
0.835,['Harry James'],0.81,195373,0.16,0,6HLEUaTm4dnZdI05V2JqYW,0.017,8,0.0508,-13.336,1,16,1939,0.0502,131.56,0.759,1939,4
0.963,"['Lead Belly', 'Sonny Terry']",0.422,129753,0.563,0,7lIVIqiqfs1HPfVHX8COHF,0.964,5,0.113,-8.66,1,21,1939-09-03,0.0433,122.957,0.696,1939,21
0.981,['James Piano Bar'],0.335,142000,0.151,0,0hmLgwnBzfNQbVDZMaveqz,0.94,10,0.11,-17.843,1,16,1939,0.0353,71.962,0.0679,1939,22
0.619,['MGM Studio Orchestra'],0.5429999999999999,166933,0.433,0,4dFhwdeWpjblbyKdcgYuMT,0.604,9,0.166,-15.151,1,18,1939-08-25,0.0486,117.845,0.476,1939,21
0.87,['Jack Haley'],0.575,193533,0.155,0,6oLULs5VNLhoI5z0elBkip,5.51e-06,8,0.472,-21.104,1,18,1939-08-25,0.251,119.609,0.649,1939,29
0.991,['Lead Belly'],0.631,196534,0.6779999999999999,0,7Ltgs9oDUTnt4x2BMorNYv,0.773,9,0.131,-7.455,1,21,1939-09-03,0.0328,120.282,0.967,1939,21
0.934,['Lead Belly'],0.7120000000000001,70658,0.21600000000000005,0,1Rmap2cqtsAU3pXABpKtIe,6.1e-06,4,0.106,-12.615,1,18,1939-09-09,0.203,115.655,0.5,1939,4
0.958,"['Harry James', 'Betty Grable']",0.289,177907,0.17800000000000002,0,429Qr4B0ophAay3KIUF07F,0.0,5,0.127,-12.507,1,15,1939,0.0331,138.205,0.192,1939,26
0.939,['Harry James'],0.475,114547,0.483,0,4JzfE3zHeaGDh6XzSe7hMY,0.878,10,0.677,-12.534,0,15,1939,0.0707,103.296,0.413,1939,29
0.976,['Mason Foster'],0.596,126183,0.195,0,5PiJINd1K9wq1UMaNmWrSX,0.88,4,0.0957,-22.786,0,15,1939,0.0435,149.99,0.37,1939,16
0.8340000000000001,"['Frank Morgan', 'Judy Garland', 'Ray Bolger', 'Jack Haley', 'Bert Lahr', 'Tyler Brook', 'Oliver Smith', 'Lorraine Bridges', 'Charles Irwin', 'Lois January', 'Elivda Rizzo', 'MGM Studio Chorus', 'Bobby Watson', 'Ralph Sudam']",0.6920000000000001,113773,0.434,0,7JSTtGESoP4RXNWlKTw7Uh,0.000382,3,0.197,-16.845,1,18,1939-08-25,0.333,115.242,0.765,1939,4
0.921,['Harry James'],0.693,172960,0.324,0,1mrcreSCkvULjmThMnD66o,0.645,0,0.106,-9.099,1,15,1939,0.0356,132.454,0.639,1939,21
0.884,"['Bert Lahr', 'Ray Bolger', 'Jack Haley', 'Judy Garland']",0.72,41627,0.106,0,1znTQf2WBHq2WP8yAz8BFJ,0.0,3,0.174,-23.531,1,16,1939-08-25,0.5479999999999999,117.942,0.792,1939,6
0.939,['MGM Studio Orchestra'],0.255,193707,0.301,0,3gvildD8acUwMtFlRMquuB,0.755,0,0.54,-16.230999999999998,1,17,1939-08-25,0.0529,80.768,0.135,1939,22
0.705,['MGM Studio Orchestra'],0.219,36893,0.0929,0,3vbvcNv7iLTNYFZ8YaBhjN,0.936,5,0.235,-17.605,0,17,1939-08-25,0.0456,136.575,0.0623,1939,18
0.8390000000000001,['Harry James'],0.354,193600,0.414,0,45jgwSmeV8NhGJcq5irUxz,0.868,8,0.21,-10.361,1,15,1939,0.0392,115.038,0.469,1939,21
0.931,['MGM Studio Orchestra'],0.195,39173,0.119,0,5iRtCa6UWqT2stx6xHXSMy,0.936,3,0.457,-19.961,1,17,1939-08-25,0.0334,78.42,0.199,1939,22
0.958,['Frank Sinatra'],0.309,177947,0.207,0,1hHExpIRbvXfza1UyZmhIt,0.0993,9,0.632,-13.665,0,16,1939,0.0366,111.366,0.206,1939,29
0.925,"['Judy Garland', 'MGM Studio Orchestra']",0.3720000000000001,183173,0.265,0,1p7C97Xibwh0jL85jhdOZv,0.0556,1,0.147,-14.667,1,17,1939-08-25,0.0465,90.72,0.244,1939,13
0.907,['Benny Goodman'],0.6779999999999999,193800,0.214,0,1yytzlalvftU5HxEldveTf,0.981,1,0.12,-12.65,1,21,1939,0.034,126.874,0.306,1939,21
0.924,"['MGM Studio Orchestra', 'The Debutantes', 'The Rhythmettes']",0.442,71000,0.452,0,2dvFrJBWXsHPwrISeKT7BL,0.08900000000000001,5,0.326,-15.412,0,16,1939-08-25,0.0747,116.868,0.348,1939,7
0.953,['MGM Studio Orchestra'],0.3720000000000001,189467,0.43,0,424HjPRoMQrjyCnG5XwdrT,0.888,9,0.244,-11.735,0,16,1939-08-25,0.0488,106.305,0.249,1939,16
0.897,['MGM Studio Orchestra'],0.207,212693,0.136,0,47xuXmPjXcS7PItqweTvoe,0.7340000000000001,1,0.309,-17.958,1,17,1939-08-25,0.0398,103.129,0.0678,1939,22
0.957,"['Harry James', 'Dick Haymes', 'Helen Forrest', 'Dalton Rizzotto & Orchestra']",0.67,162827,0.329,0,5hw2lQZjLxnvOFWM7d75S8,0.000938,5,0.14300000000000002,-12.816,1,14,1939,0.135,199.676,0.764,1939,0
0.942,['Harry James'],0.468,177733,0.517,0,1zD0mjUESD7IU2wUtarRlN,0.911,6,0.0956,-8.502,1,14,1939,0.0364,90.145,0.695,1939,21
0.931,['MGM Studio Orchestra'],0.16699999999999998,233907,0.0585,0,28O7JkEPNLZJO9Yut3n7qD,0.628,7,0.117,-24.172,1,17,1939-08-25,0.037000000000000005,87.447,0.225,1939,22
0.904,['MGM Studio Chorus'],0.738,34507,0.0771,0,4HaI1XfJmGcbafUdN7wP0c,0.0,0,0.128,-22.899,1,17,1939-08-25,0.551,123.326,0.894,1939,6
0.903,"['Bert Lahr', 'Judy Garland', 'Ray Bolger', 'Jack Haley', 'Buddy Ebsen']",0.545,257960,0.275,0,2AZiPgrb8dKApMoCLCQtKx,0.0,3,0.374,-17.697,1,15,1939-08-25,0.636,83.76,0.504,1939,6
0.8959999999999999,"['MGM Studio Orchestra', 'MGM Studio Chorus']",0.285,120867,0.3,0,2nRDap656T7m9NfOqRWmBL,0.561,9,0.278,-13.091,1,16,1939-08-25,0.0359,120.161,0.335,1939,26
0.81,['MGM Studio Orchestra'],0.294,139640,0.457,0,5N1CMYsCd0Bf2wOsmnnSzo,0.227,0,0.511,-16.809,1,15,1939-08-25,0.0561,100.901,0.339,1939,13
0.942,['Harry James'],0.461,192960,0.173,0,6M1oqntTIPSlotKT2IFDC2,0.888,7,0.5479999999999999,-11.876,0,13,1939,0.0306,83.50299999999999,0.24,1939,16
0.995,['Lead Belly'],0.706,188082,0.595,0,2MZ0Oe2SqwIF8jLjAkWhkc,0.825,4,0.54,-7.557,1,18,1939-09-03,0.105,106.718,0.964,1939,21
0.8859999999999999,['MGM Studio Orchestra'],0.19,253867,0.0979,0,5wjTmp9zvJzPrIZfCFRFzh,0.736,1,0.195,-22.674,1,15,1939-08-25,0.0398,115.14,0.0978,1939,22
0.949,['MGM Studio Orchestra'],0.355,60867,0.4370000000000001,0,7EsBOdquFy3CgjSOhENAvw,0.632,5,0.29,-9.574,1,16,1939-08-25,0.0312,81.551,0.14800000000000002,1939,26
0.7659999999999999,['MGM Studio Orchestra'],0.284,190093,0.522,0,7sNfKWgSEvrd5XI2BS1i65,0.897,9,0.7090000000000001,-10.59,1,16,1939-08-25,0.0447,80.78699999999998,0.135,1939,29
0.474,['MGM Studio Orchestra'],0.231,149733,0.264,0,2KaP6urzcBLZPkmvkTJ0KC,0.958,1,0.149,-18.407,1,15,1939-08-25,0.0488,66.63,0.154,1939,22
0.899,['Judy Garland'],0.504,93293,0.0351,0,3QfrdLfm1HyNeYv4nUAKRW,0.0,8,0.223,-30.341,1,16,1939-08-25,0.504,82.223,0.16399999999999998,1939,6
0.635,['MGM Studio Orchestra'],0.763,51707,0.515,0,3qIjAtTwBquTsqtOs0dTo0,0.0334,7,0.225,-17.044,1,16,1939-08-25,0.0598,135.558,0.983,1939,4
0.992,['Sonny Boy Williamson I'],0.498,204939,0.135,0,1Md5xt33olgmf8PnVMIxkd,0.122,0,0.0991,-17.344,1,13,1939,0.077,90.25,0.6659999999999999,1939,13
0.7909999999999999,['Judy Garland'],0.361,34640,0.117,0,2xrDYbLbW5hkuSCnUp9UKG,2.66e-06,1,0.185,-29.41,1,15,1939-08-25,0.825,82.916,0.434,1939,6
0.8420000000000001,"['Judy Garland', 'Ray Bolger', 'Jack Haley', 'Buddy Ebsen', 'Bert Lahr']",0.4920000000000001,205333,0.45,0,3KlNhodlwNDq4LTdrorEbR,0.000298,7,0.568,-12.872,1,14,1939-08-25,0.0851,109.04,0.593,1939,29
0.785,['MGM Studio Orchestra'],0.6940000000000001,111360,0.396,0,5OWWeVVJfjvIdmkWK7LjWq,0.7559999999999999,3,0.146,-17.861,1,15,1939-08-25,0.0604,115.393,0.8340000000000001,1939,21
0.8540000000000001,['MGM Studio Orchestra'],0.342,114200,0.263,0,1ZT7aiVo3mkFV0pJ8s7ePz,0.708,9,0.353,-13.295,1,14,1939-08-25,0.0363,123.369,0.3,1939,22
0.843,"['Ken Darby', 'MGM Studio Chorus']",0.789,76333,0.539,0,1qRjSfnlZt52MaauHAJKzK,0.904,5,0.0937,-17.074,1,13,1939-08-25,0.0668,119.715,0.274,1939,21
0.8959999999999999,"['Buddy Ebsen', 'Adriana Caselotti']",0.688,76160,0.155,0,3l4lu0VfduOBYFezenacTD,0.0,8,0.183,-17.043,1,15,1939-08-25,0.0545,108.528,0.659,1939,4
0.906,['MGM Studio Orchestra'],0.36,104533,0.0348,0,4gArxwDAR7YC6AwS7v0h1C,0.804,5,0.168,-25.22300000000001,0,14,1939-08-25,0.0347,92.18,0.358,1939,18
0.928,"['The Debutantes', 'The Rhythmettes']",0.381,70000,0.447,0,4vXPkx9amAMJEeWKg4N4Wq,0.0993,5,0.359,-14.812,0,14,1939-08-25,0.0579,117.224,0.603,1939,7
0.974,['Lead Belly'],0.604,55542,0.0229,0,6oI9ZafRnXLMnFy099DyMN,0.0,9,0.213,-14.956,1,16,1939-09-03,0.404,173.62099999999995,0.38,1939,0
0.986,"['Harry James', 'Helen Forrest']",0.229,172053,0.14800000000000002,0,6stn05nD0piMHaaxPEI64d,0.01,7,0.0536,-12.398,0,12,1939,0.0331,80.035,0.26,1939,26
0.907,"['MGM Studio Orchestra', 'MGM Studio Chorus']",0.873,66507,0.612,0,3igveG9KReZhrNlCrHgfUg,0.537,0,0.0837,-17.814,1,14,1939-08-25,0.0516,120.689,0.813,1939,21
0.731,['MGM Studio Orchestra'],0.29,118467,0.636,0,4U49Tp1aVdymk7KYbhtDgv,0.76,11,0.342,-19.684,0,14,1939-08-25,0.174,136.357,0.23,1939,18
0.921,['Artie Shaw'],0.311,182027,0.16899999999999998,0,5C9Z9owHWpO6T11Q6BQ5eK,0.348,5,0.141,-11.937,1,13,1939,0.0311,106.766,0.188,1939,26
0.991,['James Piano Bar'],0.718,133500,0.177,1,5r8t3GTXXbQiNBimSo68P7,0.959,11,0.111,-16.952,1,12,1939,0.059,112.003,0.16899999999999998,1939,21
0.862,"['Harold Arlen', 'E.Y. Harburg']",0.7090000000000001,319160,0.155,0,68mzjOHIUDAzyDVBZIT1Ab,0.0,5,0.527,-22.74,1,14,1939-08-25,0.8190000000000001,130.58700000000002,0.573,1939,6
0.99,['Lead Belly'],0.71,177747,0.373,0,6GNLqQPhUKFxzLt7EgBR5e,0.000932,4,0.18600000000000005,-14.467,1,17,1939-09-03,0.0598,104.776,0.961,1939,4
0.958,"['Benny Goodman', 'Marge & Gower Champion']",0.7509999999999999,172933,0.287,0,6xYEKcamazcM0eW99lcJXD,0.525,7,0.142,-12.014,0,17,1939,0.0392,132.488,0.604,1939,16
0.8490000000000001,['MGM Studio Orchestra'],0.501,147267,0.18,0,79two1NftveOzX6l4V4Cfw,0.522,7,0.0633,-16.203,1,14,1939-08-25,0.0547,84.244,0.705,1939,21
0.873,['MGM Studio Orchestra'],0.131,211373,0.13,0,0RoKaAEvmnGWd6IpW4t2Su,0.509,1,0.28,-18.004,1,13,1939-08-25,0.0432,78.415,0.0541,1939,22
0.968,['Frank Sinatra'],0.236,161613,0.234,0,1xLfz7M1dNQNXNiYIBfQhi,0.00252,8,0.563,-13.87,1,12,1939,0.033,97.282,0.273,1939,26
0.977,['MGM Studio Orchestra'],0.0,32707,0.223,0,1ysFtAdl7n8uB6uLCAsUNj,0.0108,5,0.337,-19.146,0,13,1939-08-25,0.0,0.0,0.0,1939,26
0.992,['Lead Belly'],0.539,147122,0.435,0,3WhviYKMaAGvimzxFRY8ik,0.691,5,0.107,-10.607,0,15,1939-09-03,0.0515,137.69799999999998,0.807,1939,16
0.79,"['Harold Arlen', 'E.Y. Harburg', 'Roger Edens']",0.866,36840,0.213,0,52Mdso1x4Km9KV2Hw853G5,3.3e-05,3,0.177,-22.712,1,13,1939-08-25,0.6579999999999999,116.712,0.931,1939,6
0.8240000000000001,['Glenn Miller'],0.463,209573,0.654,0,54h1RKrrFJDsNOfhwmqu9o,0.917,8,0.3720000000000001,-9.72,1,50,1939,0.0659,175.204,0.5920000000000001,1939,21
0.995,['Lead Belly'],0.565,202014,0.101,0,5Yl2FzQsvjqR09Jf3D53AR,0.0165,9,0.0982,-13.714,1,15,1939-09-03,0.0573,144.881,0.626,1939,4
0.7090000000000001,"['MGM Studio Orchestra', 'MGM Studio Chorus', 'Heavenly Choir']",0.113,39733,0.401,0,7eqWfNj1sfrg6ffIK73iaS,0.993,1,0.561,-13.578,0,13,1939-08-25,0.0339,167.437,0.622,1939,16
0.994,['Lead Belly'],0.609,256441,0.159,0,2LmZkXgkGzLXWPVQebxRRd,0.0453,7,0.0772,-10.214,1,16,1939-09-03,0.067,119.376,0.797,1939,4
0.927,['MGM Studio Orchestra'],0.262,75000,0.123,0,2O3YUqbEgq0TJ5dn4EZbXl,0.7090000000000001,10,0.168,-19.744,1,13,1939-08-25,0.042,114.268,0.29600000000000004,1939,22
0.92,['MGM Studio Orchestra'],0.119,51267,0.0165,0,3dOF1G8z1FcqlM8cZscV2Y,0.205,5,0.0947,-32.814,0,12,1939-08-25,0.0417,85.939,0.0451,1939,18
0.986,['Lead Belly'],0.617,137416,0.14300000000000002,0,6m1or6QhoJjGc5nzSw81cb,3.5000000000000016e-06,0,0.383,-15.061,1,14,1939-04-19,0.537,177.51,0.787,1939,0
0.951,"['Bert Lahr', 'Judy Garland', 'Ray Bolger', 'Buddy Ebsen']",0.0,44840,0.13,0,7tVDEvPqfx9bu2gIrbWx6z,6.79e-06,10,0.7659999999999999,-20.51,1,13,1939-08-25,0.0,0.0,0.0,1939,26
0.994,['Lead Belly'],0.5720000000000001,187989,0.158,0,7wFVY2DZR2NPKrVHjFDnXK,0.0674,4,0.107,-15.148,1,15,1939-09-03,0.0432,127.929,0.961,1939,4
